course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"Intro to Lumion
What Lumion is, why you should use it and how to navigate the interface.Rating: 4.4 out of 5777 reviews31 total mins6 lecturesBeginner",https://www.udemy.com/course/intro-to-lumion/,https://img-c.udemycdn.com/course/240x135/289028_39e4_2.jpg,"What Lumion is, why you should use it and how to navigate the interface.",Rating: 4.4 out of 5,777 reviews,31 total mins,6 lectures,Beginner,Sam Lytle,-777,Free
,"Learn to Design a Letterhead - A Beginners Course
Learn how to design a letterhead from rough sketch through to setting your document up ready to go to print.Rating: 4.1 out of 5775 reviews44 total mins13 lecturesAll Levels",https://www.udemy.com/course/learn-to-design-a-letterhead/,https://img-c.udemycdn.com/course/240x135/22445_5e51_5.jpg,Learn how to design a letterhead from rough sketch through to setting your document up ready to go to print.,Rating: 4.1 out of 5,775 reviews,44 total mins,13 lectures,All Levels,Tara Roskell,-775,Free
,"Corel Draw - From Straight Line to A Logo
This Course is for Beginners to became familiar with use of Corel Draw Basic Tools.Rating: 3.6 out of 5772 reviews39 total mins6 lecturesBeginner",https://www.udemy.com/course/corel-draw-from-straight-line-to-a-logo/,https://img-c.udemycdn.com/course/240x135/763190_a264_2.jpg,This Course is for Beginners to became familiar with use of Corel Draw Basic Tools.,Rating: 3.6 out of 5,772 reviews,39 total mins,6 lectures,Beginner,Zaheer Uddin,-772,Free
,"3D CAD Fundamentals with SIEMENS Solid Edge
STEM to STEAM - An Artistic Approach to 3D ModelingRating: 4.8 out of 5771 reviews1.5 total hours53 lecturesBeginner",https://www.udemy.com/course/3dcadbasics/,https://img-c.udemycdn.com/course/240x135/984594_7f6e.jpg,STEM to STEAM - An Artistic Approach to 3D Modeling,Rating: 4.8 out of 5,771 reviews,1.5 total hours,53 lectures,Beginner,John Devitry,-771,Free
,"Learn Comic Book Color Flatting! (Coloring Assistant role)
Learn how to flat pages properly like a pro flatter! (Entry level comic book coloring work)Rating: 4.8 out of 5767 reviews38 total mins6 lecturesBeginner",https://www.udemy.com/course/flatting/,https://img-c.udemycdn.com/course/240x135/1260674_f85a_2.jpg,Learn how to flat pages properly like a pro flatter! (Entry level comic book coloring work),Rating: 4.8 out of 5,767 reviews,38 total mins,6 lectures,Beginner,Kurt Michael Russell,-767,Free
,"Beyond Usability: Learn the User Research Toolkit
A 60-minute introduction to a variety of user research methodsRating: 4.0 out of 5758 reviews1 total hour27 lecturesAll Levels",https://www.udemy.com/course/learn-the-user-research-toolkit/,https://img-c.udemycdn.com/course/240x135/706036_3308_5.jpg,A 60-minute introduction to a variety of user research methods,Rating: 4.0 out of 5,758 reviews,1 total hour,27 lectures,All Levels,Jennifer McCormick,-758,Free
,"Animatron University - Beginner Course
Animation for the rest of us!Rating: 4.4 out of 5751 reviews6 total hours47 lecturesBeginner",https://www.udemy.com/course/animatron-university-beginner-course/,https://img-c.udemycdn.com/course/240x135/703362_24fe_2.jpg,Animation for the rest of us!,Rating: 4.4 out of 5,751 reviews,6 total hours,47 lectures,Beginner,Jesse Bray,-751,Free
,"3DS Max Learn Basics Foundation Course
Start 3D, the right way within 2 hrs!Rating: 4.1 out of 5748 reviews1.5 total hours20 lecturesBeginner",https://www.udemy.com/course/3ds-max-learn-basics-foundation-course/,https://img-c.udemycdn.com/course/240x135/992064_78b6_2.jpg,"Start 3D, the right way within 2 hrs!",Rating: 4.1 out of 5,748 reviews,1.5 total hours,20 lectures,Beginner,Anchit Kawaatra,-748,Free
,"Convert Image to Vector in Adobe illustrator
Learn how to create full deatiled vector shapes and patterns from image in Adobe illustrator .Rating: 3.7 out of 5731 reviews31 total mins13 lecturesIntermediate",https://www.udemy.com/course/convert-image-to-vector-in-adobe-illustrator/,https://img-c.udemycdn.com/course/240x135/902300_d955.jpg,Learn how to create full deatiled vector shapes and patterns from image in Adobe illustrator .,Rating: 3.7 out of 5,731 reviews,31 total mins,13 lectures,Intermediate,HU Shahir,-731,Free
,"Screens Essentials for UI Designers
Get to know formats, resolutions, DPI and moreRating: 3.8 out of 5730 reviews1 total hour5 lecturesBeginner",https://www.udemy.com/course/screens-essentials-for-ui-designers/,https://img-c.udemycdn.com/course/240x135/1421414_144b.jpg,"Get to know formats, resolutions, DPI and more",Rating: 3.8 out of 5,730 reviews,1 total hour,5 lectures,Beginner,Greg Rog,-730,Free
,"InVision Studio for UI Designers
Interface Design and Prototyping all in oneRating: 4.6 out of 5730 reviews3 total hours20 lecturesBeginner",https://www.udemy.com/course/invision-studio-for-ui-designers/,https://img-c.udemycdn.com/course/240x135/1873140_17b2.jpg,Interface Design and Prototyping all in one,Rating: 4.6 out of 5,730 reviews,3 total hours,20 lectures,Beginner,Greg Rog,-730,Free
,"The 1-hour Canva Quick Start Challenge
Better graphic design without the headachesRating: 4.5 out of 5726 reviews1 total hour8 lecturesBeginner",https://www.udemy.com/course/canva-quick-start-challenge/,https://img-c.udemycdn.com/course/240x135/3097146_e5ca_2.jpg,Better graphic design without the headaches,Rating: 4.5 out of 5,726 reviews,1 total hour,8 lectures,Beginner,Greg Radcliffe,-726,Free
,"Learn HTML and CSS together for Beginners
Learn how to make websites using HTML and CSS This course is for beginners step by step to create a completed websiteRating: 4.1 out of 5726 reviews4 total hours46 lecturesBeginner",https://www.udemy.com/course/learn-html-css-website/,https://img-c.udemycdn.com/course/240x135/1155920_76b8.jpg,Learn how to make websites using HTML and CSS  This course is for beginners step by step to create a completed website,Rating: 4.1 out of 5,726 reviews,4 total hours,46 lectures,Beginner,Laurence Svekis,-726,Free
,"Apple Watch UX: Design Beautiful UI and User Experiences
Learn how to design and prototype smooth user experiences and beautiful interfaces for the Apple Watch in less than 2hrsRating: 4.6 out of 5720 reviews1.5 total hours27 lecturesAll Levels",https://www.udemy.com/course/apple-watch-user-experience/,https://img-c.udemycdn.com/course/240x135/484990_bf95_6.jpg,Learn how to design and prototype smooth user experiences and beautiful interfaces for the Apple Watch in less than 2hrs,Rating: 4.6 out of 5,720 reviews,1.5 total hours,27 lectures,All Levels,Pablo Stanley,-720,Free
,"Learn HTML & CSS From Scratch! The Beginners Guide
Ever wanted to make websites but didn't know how to start? Then this course was made for you!Rating: 4.4 out of 5721 reviews1.5 total hours15 lecturesBeginner",https://www.udemy.com/course/learn-html-css-from-scratch-the-beginners-guide/,https://img-c.udemycdn.com/course/240x135/2220258_a87f_3.jpg,Ever wanted to make websites but didn't know how to start? Then this course was made for you!,Rating: 4.4 out of 5,721 reviews,1.5 total hours,15 lectures,Beginner,Aaron Craig,-721,Free
,"User Experience(UX) Design - Figma UI UX design
Create beautiful UX designs using FigmaRating: 4.0 out of 5714 reviews33 total mins8 lecturesBeginner",https://www.udemy.com/course/user-experienceux-design-figma-ui-ux-design/,https://img-c.udemycdn.com/course/240x135/4452850_df26_3.jpg,Create beautiful UX designs using Figma,Rating: 4.0 out of 5,714 reviews,33 total mins,8 lectures,Beginner,John Naveen K,-714,Free
,"Lumion for Architects
Learn basic to advanced techniques of using Lumion with Sketchup to render a fully animated architectural video.Rating: 4.1 out of 5712 reviews2 total hours21 lecturesIntermediate",https://www.udemy.com/course/lumion-for-architects/,https://img-c.udemycdn.com/course/240x135/289116_f300_2.jpg,Learn basic to advanced techniques of using Lumion with Sketchup to render a fully animated architectural video.,Rating: 4.1 out of 5,712 reviews,2 total hours,21 lectures,Intermediate,Sam Lytle,-712,Free
,"Most Wanted Flat Design Techniques #1: Desert Island
Flat design : How to create advanced flat design projects in Illustrator Adobe Illustrator TutorialRating: 4.3 out of 5703 reviews1 total hour15 lecturesIntermediate",https://www.udemy.com/course/flat-design-flat-ui-design-flat-colors-flat-design-desert-island/,https://img-c.udemycdn.com/course/240x135/787340_879f_3.jpg,Flat design : How to create advanced flat design projects in Illustrator Adobe Illustrator Tutorial,Rating: 4.3 out of 5,703 reviews,1 total hour,15 lectures,Intermediate,Dawid Tuminski,-703,Free
,"Fashion Styling: TOP Fashion Trends Fall/Winter 2016-2017
Trendy fashion colors and basic must-haves (clothes, shoes, bags)Rating: 4.8 out of 5703 reviews36 total mins9 lecturesAll Levels",https://www.udemy.com/course/fashion-styling-top-fashion-trends-fall-winter-2016-2017/,https://img-c.udemycdn.com/course/240x135/910968_3bcd.jpg,"Trendy fashion colors and basic must-haves (clothes, shoes, bags)",Rating: 4.8 out of 5,703 reviews,36 total mins,9 lectures,All Levels,Natali Milton,-703,Free
,"Urban Innovation 1: Sustainability and Technology Solutions
An introduction to innovators and initiatives in urban sustainability and connected technology: smart cities & transportRating: 4.4 out of 5700 reviews4.5 total hours20 lecturesAll Levels",https://www.udemy.com/course/urban-innovation/,https://img-c.udemycdn.com/course/240x135/493042_df3d_9.jpg,An introduction to innovators and initiatives in urban sustainability and connected technology: smart cities & transport,Rating: 4.4 out of 5,700 reviews,4.5 total hours,20 lectures,All Levels,Meeting of the Minds,-700,Free
,"Digital Painting Series Ep0. Dragon Bust
Learn to paint step by step. From amateur to master.Rating: 4.0 out of 5695 reviews2 total hours18 lecturesBeginner",https://www.udemy.com/course/digital-painting-series-ep0-dragon-bust/,https://img-c.udemycdn.com/course/240x135/1671272_8fc0_2.jpg,Learn to paint step by step. From amateur to master.,Rating: 4.0 out of 5,695 reviews,2 total hours,18 lectures,Beginner,Austin Batchelor,-695,Free
,"Illustrating with Adobe Illustrator CS3
This is aimed to guide High School Students in Mr. Levin's Digital Art and Design Course through the Illustration ProcesRating: 4.6 out of 5691 reviews1.5 total hours20 lecturesAll Levels",https://www.udemy.com/course/c7_8_illustrations/,https://img-c.udemycdn.com/course/240x135/109918_7d71_7.jpg,This is aimed to guide High School Students in Mr. Levin's Digital Art and Design Course through the Illustration Proces,Rating: 4.6 out of 5,691 reviews,1.5 total hours,20 lectures,All Levels,Jonathon Levin,-691,Free
,"FREE After Effects Basics -2D Flat Shadows in After Effects
Intro to After Effects - Learn After Effects Animation with this basic free courseRating: 4.5 out of 5675 reviews1 total hour10 lecturesBeginner",https://www.udemy.com/course/after-effects-basics-flat-shadows-in-after-effects/,https://img-c.udemycdn.com/course/240x135/635694_3e22_8.jpg,Intro to After Effects - Learn After Effects Animation with this basic free course,Rating: 4.5 out of 5,675 reviews,1 total hour,10 lectures,Beginner,Andrew Pach,-675,Free
,"Web Design Bootcamp : Design like a PRO
Get hired by developing the skill to design from ZERO to HERORating: 4.5 out of 5658 reviews2.5 total hours24 lecturesBeginner",https://www.udemy.com/course/web-design-bootcamp-design-like-a-pro/,https://img-c.udemycdn.com/course/240x135/1438722_175c_2.jpg,Get hired by developing the skill to design from ZERO to HERO,Rating: 4.5 out of 5,658 reviews,2.5 total hours,24 lectures,Beginner,Iulian Bubolea,-658,Free
,"Unreal Engine 4 for Architecture - Fundamentals Course
Use the Unreal Engine to create beautiful Arch Viz walkthroughs for Virtual RealityRating: 3.8 out of 5648 reviews3 total hours12 lecturesBeginner",https://www.udemy.com/course/unreal-engine-4-for-architecture-fundamentals-course/,https://img-c.udemycdn.com/course/240x135/908044_381b.jpg,Use the Unreal Engine to create beautiful Arch Viz walkthroughs for Virtual Reality,Rating: 3.8 out of 5,648 reviews,3 total hours,12 lectures,Beginner,Hardy Hutajaya,-648,Free
,"Setting Up Adobe Illustrator CS6 CC For Maximum Productivity
Set up Adobe Illustrator CS6/CC to make you a more productive graphic artist. Beginners to Experts welcome!Rating: 4.7 out of 5644 reviews1.5 total hours18 lecturesAll Levels",https://www.udemy.com/course/tutorials-adobe-illustrator-cs6-cc-for-maximum-productivity/,https://img-c.udemycdn.com/course/240x135/124852_0616_2.jpg,Set up Adobe Illustrator CS6/CC to make you a more productive graphic artist. Beginners to Experts welcome!,Rating: 4.7 out of 5,644 reviews,1.5 total hours,18 lectures,All Levels,Douglas Butner,-644,Free
,"Image Adjustments and Adjustment Layers in Photoshop
How to work with Adjustments and Adjustment Layers in Adobe Photoshop: Full GuideRating: 4.1 out of 5643 reviews3 total hours28 lecturesAll Levels",https://www.udemy.com/course/photoshop-adjustments-and-adjustment-layers/,https://img-c.udemycdn.com/course/240x135/804908_e295.jpg,How to work with Adjustments and Adjustment Layers in Adobe Photoshop: Full Guide,Rating: 4.1 out of 5,643 reviews,3 total hours,28 lectures,All Levels,Diana Kot,-643,Free
,"T-Shirt Design Masterclass For Beginners
Learn how to create t-shirt designs with easy to use t-shirt design tools. Beginner friendly!Rating: 4.5 out of 5640 reviews39 total mins12 lecturesAll Levels",https://www.udemy.com/course/tshirt-design-masterclass/,https://img-c.udemycdn.com/course/240x135/2458906_e5c2_2.jpg,Learn how to create t-shirt designs with easy to use t-shirt design tools. Beginner friendly!,Rating: 4.5 out of 5,640 reviews,39 total mins,12 lectures,All Levels,Greg Gottfried,-640,Free
,"Beginners Adobe Dreamweaver Tutorial
Go hands-on with web design skills in Adobe Dreamweaver CS5.5 with one of the world's top software trainers!Rating: 4.0 out of 5636 reviews9 total hours157 lecturesAll Levels",https://www.udemy.com/course/learn-dreamweaver-with-infinite-skills/,https://img-c.udemycdn.com/course/240x135/10722_ce3e_7.jpg,Go hands-on with web design skills in Adobe Dreamweaver CS5.5 with one of the world's top software trainers!,Rating: 4.0 out of 5,636 reviews,9 total hours,157 lectures,All Levels,Infinite Skills,-636,Free
,"HDR Image-Based Lighting in Blender
Watch this crash course and master the complete HDR image-based lighting workflow, 100% BlenderRating: 4.6 out of 5633 reviews2 total hours9 lecturesIntermediate",https://www.udemy.com/course/hdr-lighting-in-blender/,https://img-c.udemycdn.com/course/240x135/1433104_933d.jpg,"Watch this crash course and master the complete HDR image-based lighting workflow, 100% Blender",Rating: 4.6 out of 5,633 reviews,2 total hours,9 lectures,Intermediate,"Aidy Burrows, Gleb Alexandrov",-633,Free
,"Vectr: Beginner's Guide To Graphic Design
Learn the basics of theory and practice of vector graphics design with Vectr.Rating: 4.0 out of 5624 reviews44 total mins20 lecturesBeginner",https://www.udemy.com/course/vectr-beginners-guide-to-graphic-design/,https://img-c.udemycdn.com/course/240x135/1006126_4c94_2.jpg,Learn the basics of theory and practice of vector graphics design with Vectr.,Rating: 4.0 out of 5,624 reviews,44 total mins,20 lectures,Beginner,Vlad Shvets,-624,Free
